PAWellID,County,Municipality,QuadName,WellAddress,WellZipCode,DateDrilled,TypeOfActivity,LatitudeDD,LongitudeDD,Driller,OriginalOwner,WellUse,WaterUse,WellDepth(ft),TopOfCasing(ft),BottomOfCasing(ft),CasingDiameter(in),DepthToBedrock(ft),BedrockNotReached,WellYield(gpm),StaticWaterLevel(ft),WaterLevelAfterYieldTest(ft),LengthOfTest(min),YieldMeasurementMethod,SaltwaterZone(ft),FormationName,PaperImageLink,Remark,
567439 ,ALLEGHENY ,CLAIRTON , , , ,06/08/1993 ,NEW WELL ,0 ,0 , GEO-ENVIRONMENTAL DRILLING CO INC ,USS Corporation ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212506") , ,
567438 ,ALLEGHENY ,CLAIRTON , , , ,06/08/1993 ,NEW WELL ,0 ,0 , GEO-ENVIRONMENTAL DRILLING CO INC ,USS Corporation ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212505") , ,
570461 ,ALLEGHENY ,WEST MIFFLIN BORO , , , ,06/08/1992 ,NEW WELL ,0 ,0 ,S & ME INC ,US Dept of Energy ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM213399") , ,
662373 ,ALLEGHENY ,SPRINGDALE BORO ,NEW KENSINGTON WEST , ,      ,06/07/2018 ,WELL ABANDONMENT ,40.53577 ,-79.78088 , PARRATT-WOLFF INC ,Chevron ,ABANDONED ,OTHER ,24 , , , , ,False , , , , , , , , ,Abandoned 4 inch diameter well with bentonite chips to grade ,
651331 ,ALLEGHENY ,PITTSBURGH ,PITTSBURGH EAST ,970 Washington Blvd. ,15206 ,06/07/2017 ,NEW WELL ,40.46169 ,-79.90557 , DILLAN WELL DRILLING INC ,Clean Care Car Wash ,WITHDRAWAL ,COMMERCIAL ,94 ,0 ,60 ,8.63 ,13 ,False ,100 ,24 ,44 ,90 ,ORIFICE , , , , ,
651331 ,ALLEGHENY ,PITTSBURGH ,PITTSBURGH EAST ,970 Washington Blvd. ,15206 ,06/07/2017 ,NEW WELL ,40.46169 ,-79.90557 , DILLAN WELL DRILLING INC ,Clean Care Car Wash ,WITHDRAWAL ,COMMERCIAL ,94 ,0 ,21 ,12 ,13 ,False ,100 ,24 ,44 ,90 ,ORIFICE , , , , ,
650642 ,ALLEGHENY ,PITTSBURGH ,PITTSBURGH EAST ,5229 Blair St ,15207 ,06/07/2017 ,NEW WELL ,40.40396 ,-79.94613 ,JERY MCCLOSKEY ,CSX ,MONITORING ,UNUSED ,15 ,0 ,5 ,2 , ,False , , , , , , , , , ,
650668 ,ALLEGHENY ,PITTSBURGH ,PITTSBURGH EAST ,5229 Blair St ,15207 ,06/07/2017 ,NEW WELL ,40.40422 ,-79.94626 ,JERY MCCLOSKEY ,CSX ,MONITORING ,UNUSED ,17 ,0 ,7 ,2 , ,False , , , , , , , , , ,
650703 ,ALLEGHENY ,PITTSBURGH ,PITTSBURGH EAST ,5229 Blair St ,15207 ,06/07/2017 ,NEW WELL ,40.40388 ,-79.94663 ,JERY MCCLOSKEY ,CSX ,MONITORING ,UNUSED ,20 ,0 ,10 ,2 , ,False , , , , , , , , , ,
641161 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,3984 Monroeville Blvd ,15146 ,06/07/2016 ,WELL ABANDONMENT ,40.436 ,-79.77322 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,72.93 , , , , ,False , , , , , , , , , ,
641147 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,3987 Monroeville Blvd ,15146 ,06/07/2016 ,WELL ABANDONMENT ,40.43602 ,-79.77285 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,68.26 , , , , ,False , , , , , , , , , ,
641205 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,3981 Monroeville Blvd ,15146 ,06/07/2016 ,WELL ABANDONMENT ,40.43618 ,-79.77347 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,79.39 , , , , ,False , , , , , , , , , ,
641164 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,2690 Stroschein Rd ,15146 ,06/07/2016 ,WELL ABANDONMENT ,40.43585 ,-79.773 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,39.44 , , , , ,False , , , , , , , , , ,
641204 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,3984 Monroeville Blvd ,15146 ,06/07/2016 ,WELL ABANDONMENT ,40.43603 ,-79.77316 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,76.79 , , , , ,False , , , , , , , , , ,
641206 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,3981 Monroeville Blvd ,15146 ,06/07/2016 ,WELL ABANDONMENT ,40.43635 ,-79.77338 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,78.4 , , , , ,False , , , , , , , , , ,
641162 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,3984 Monroeville Blvd ,15146 ,06/07/2016 ,WELL ABANDONMENT ,40.43598 ,-79.77316 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,44.78 , , , , ,False , , , , , , , , , ,
641165 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,3970 Monroeville Blvd ,15146 ,06/07/2016 ,WELL ABANDONMENT ,40.4359 ,-79.77393 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,68.43 , , , , ,False , , , , , , , , , ,
641166 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,2679 Stroschein Rd ,15146 ,06/07/2016 ,WELL ABANDONMENT ,40.43561 ,-79.77386 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,59.25 , , , , ,False , , , , , , , , , ,
641170 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,162 National Dr ,15146 ,06/07/2016 ,WELL ABANDONMENT ,40.43561 ,-79.77418 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,38.88 , , , , ,False , , , , , , , , , ,
641218 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,162 National Dr ,15146 ,06/07/2016 ,WELL ABANDONMENT ,40.43583 ,-79.77439 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,67.91 , , , , ,False , , , , , , , , , ,
641200 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,3984 Monroeville Blvd ,15146 ,06/07/2016 ,WELL ABANDONMENT ,40.43625 ,-79.77306 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,72.92 , , , , ,False , , , , , , , , , ,
641158 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,3987 Monroeville Blvd ,15146 ,06/07/2016 ,WELL ABANDONMENT ,40.43601 ,-79.77288 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,74.38 , , , , ,False , , , , , , , , , ,
494019 ,ALLEGHENY ,RICHLAND TWP. , ,1031 Middlesex Street ,15007 ,06/07/2011 ,WELL ABANDONMENT ,40.66389 ,-79.96833 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,ExxonMobile ,MONITORING , ,37 , , , , ,False , , , , , , , , , ,
475232 ,ALLEGHENY ,RICHLAND TWP. , ,1031 Middlesex Street ,15007 ,06/07/2011 ,WELL ABANDONMENT ,40.66289 ,-79.96757 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,ExxonMobile ,MONITORING , ,19 , , , , ,False , , , , , , , , , ,
475317 ,ALLEGHENY ,RICHLAND TWP. , ,1031 Middlesex Street ,15007 ,06/07/2011 ,WELL ABANDONMENT ,40.66408 ,-79.96851 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,ExxonMobile ,MONITORING , ,36 , , , , ,False , , , , , , , , , ,
475320 ,ALLEGHENY ,RICHLAND TWP. , ,1031 Middlesex Street ,15007 ,06/07/2011 ,WELL ABANDONMENT ,40.66458 ,-79.9684 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,ExxonMobile ,MONITORING , ,34 , , , , ,False , , , , , , , , , ,
475208 ,ALLEGHENY ,RICHLAND TWP. , ,1031 Middlesex Street ,15007 ,06/07/2011 ,WELL ABANDONMENT ,40.66322 ,-79.96837 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,ExxonMobile ,MONITORING , ,37 , , , , ,False , , , , , , , , , ,
475229 ,ALLEGHENY ,RICHLAND TWP. , ,1031 Middlesex Street ,15007 ,06/07/2011 ,WELL ABANDONMENT ,40.66418 ,-79.96793 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,ExxonMobile ,MONITORING , ,38 , , , , ,False , , , , , , , , , ,
475333 ,ALLEGHENY ,RICHLAND TWP. , ,1031 Middlesex Street ,15007 ,06/07/2011 ,WELL ABANDONMENT ,40.66324 ,-79.96809 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,ExxonMobile ,MONITORING , ,29 , , , , ,False , , , , , , , , , ,
475339 ,ALLEGHENY ,RICHLAND TWP. , ,1031 Middlesex Street ,15007 ,06/07/2011 ,WELL ABANDONMENT ,40.66478 ,-79.96807 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,ExxonMobile ,MONITORING , ,40 , , , , ,False , , , , , , , , , ,
475335 ,ALLEGHENY ,RICHLAND TWP. , ,1031 Middlesex Street ,15007 ,06/07/2011 ,WELL ABANDONMENT ,40.66363 ,-79.96529 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,ExxonMobile ,MONITORING , ,29 , , , , ,False , , , , , , , , , ,
475227 ,ALLEGHENY ,RICHLAND TWP. , ,1031 Middlesex Street ,15007 ,06/07/2011 ,WELL ABANDONMENT ,40.66323 ,-79.96838 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,ExxonMobile ,MONITORING , ,24 , , , , ,False , , , , , , , , , ,
475234 ,ALLEGHENY ,RICHLAND TWP. , ,1031 Middlesex Street ,15007 ,06/07/2011 ,WELL ABANDONMENT ,40.66374 ,-79.96821 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,ExxonMobile ,MONITORING , ,34 , , , , ,False , , , , , , , , , ,
475341 ,ALLEGHENY ,RICHLAND TWP. , ,1031 Middlesex Street ,15007 ,06/07/2011 ,WELL ABANDONMENT ,40.664 ,-79.96893 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,ExxonMobile ,MONITORING , ,43 , , , , ,False , , , , , , , , , ,
566948 ,ALLEGHENY ,MONROEVILLE BORO , , , ,06/07/2007 ,NEW WELL ,0 ,0 , GEO-ENVIRONMENTAL DRILLING CO INC ,Bishop Property ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212020") , ,
270002 ,ALLEGHENY ,CRESCENT TWP. , ,WIKETON , ,06/07/1993 , , , , L G HETAGER DRILLING INC ,DUQUESNE LIGHT , , , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM008409") , ,
270006 ,ALLEGHENY ,CRESCENT TWP. , ,WIKETON , ,06/07/1993 , , , , L G HETAGER DRILLING INC ,DUQUESNE LIGHT , , , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM008413") , ,
270001 ,ALLEGHENY ,CRESCENT TWP. , ,WIKETON , ,06/07/1993 , , , , L G HETAGER DRILLING INC ,DUQUESNE LIGHT , , , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM008408") , ,
51383 ,ALLEGHENY ,MARSHALL TWP. , , , ,06/07/1986 ,NEW WELL ,0 ,0 ,R J NOCK & SON ,MARONE  ,WITHDRAWAL ,DOMESTIC ,250 ,0 ,42 ,6 ,42 ,False ,10 ,160 ,250 ,60 ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229550") ,CAS.MAT=ST;12FT=BRNSH;24=REDCL;35=BRNSH;43=BLUESL;117=GRYSLT ,
649319 ,ALLEGHENY ,RICHLAND TWP. , ,OVERBROOK RD WEST OF RT 8 , ,06/07/1975 ,NEW WELL ,0 ,0 ,FERGUSON BROTHERS ,FROHLICH ,WITHDRAWAL ,DOMESTIC ,170 , , , ,12 ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM230105") , ,
641201 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,3984 Monroeville Blvd ,15146 ,06/06/2016 ,WELL ABANDONMENT ,40.43616 ,-79.77327 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,77.65 , , , , ,False , , , , , , , , , ,
641160 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,2685 Stroschein Rd ,15146 ,06/06/2016 ,WELL ABANDONMENT ,40.43595 ,-79.77341 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,44.6 , , , , ,False , , , , , , , , , ,
641203 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,3981 Monroeville Blvd ,15146 ,06/06/2016 ,WELL ABANDONMENT ,40.43609 ,-79.77343 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,45.8 , , , , ,False , , , , , , , , , ,
641202 ,ALLEGHENY ,MONROEVILLE BORO ,BRADDOCK ,3984 Monroeville Blvd ,15146 ,06/06/2016 ,WELL ABANDONMENT ,40.43618 ,-79.77328 ,JERY MCCLOSKEY ,BP ,ABANDONED , ,45 , , , , ,False , , , , , , , , , ,
507407 ,ALLEGHENY ,DUQUESNE ,BRADDOCK ,N Linden Street ,15110 ,06/06/2013 ,WELL ABANDONMENT ,40.38203 ,-79.85071 , GEO-ENVIRONMENTAL DRILLING CO INC ,Dura-Bond Industries ,ABANDONED ,OTHER ,40 , , , , ,True , ,30 , , , , , , , ,
507302 ,ALLEGHENY ,DUQUESNE ,BRADDOCK ,N Linden Street ,15110 ,06/06/2013 ,WELL ABANDONMENT ,40.38171 ,-79.8487 , GEO-ENVIRONMENTAL DRILLING CO INC ,Dura-Bond Industries ,ABANDONED ,OTHER ,42 , , , , ,True , ,36 , , , , , , , ,
507360 ,ALLEGHENY ,DUQUESNE ,BRADDOCK ,N Linden Street ,15110 ,06/06/2013 ,WELL ABANDONMENT ,40.38439 ,-79.85286 , GEO-ENVIRONMENTAL DRILLING CO INC ,Dura-Bond Industries ,ABANDONED ,OTHER ,38 , , , , ,True , ,36 , , , , , , , ,
507293 ,ALLEGHENY ,DUQUESNE ,BRADDOCK ,N Linden Street ,15110 ,06/06/2013 ,WELL ABANDONMENT ,40.38255 ,-79.85172 , GEO-ENVIRONMENTAL DRILLING CO INC ,Dura-Bond Industries ,ABANDONED ,OTHER ,45 , , , , ,True , ,30 , , , , , , , ,
507297 ,ALLEGHENY ,DUQUESNE ,BRADDOCK ,N Linden Street ,15110 ,06/06/2013 ,WELL ABANDONMENT ,40.38233 ,-79.85271 , GEO-ENVIRONMENTAL DRILLING CO INC ,Dura-Bond Industries ,ABANDONED ,OTHER ,35 , , , , ,True , ,25 , , , , , , , ,
507408 ,ALLEGHENY ,DUQUESNE ,BRADDOCK ,N Linden Street ,15110 ,06/06/2013 ,WELL ABANDONMENT ,40.38276 ,-79.8505 , GEO-ENVIRONMENTAL DRILLING CO INC ,Dura-Bond Industries ,ABANDONED ,OTHER ,40 , , , , ,True , ,36 , , , , , , , ,
507294 ,ALLEGHENY ,DUQUESNE ,BRADDOCK ,N Linden Street ,15110 ,06/06/2013 ,WELL ABANDONMENT ,40.38098 ,-79.85103 , GEO-ENVIRONMENTAL DRILLING CO INC ,Dura-Bond Industries ,ABANDONED ,OTHER ,35 , , , , ,True , ,27 , , , , , , , ,
566946 ,ALLEGHENY ,MONROEVILLE BORO , , , ,06/06/2007 ,NEW WELL ,0 ,0 , GEO-ENVIRONMENTAL DRILLING CO INC ,Bishop Property ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212018") , ,
420559 ,ALLEGHENY ,MCCANDLESS TWP. , ,1350 WILDWOOD ROAD , ,06/06/2007 ,NEW WELL ,40.59472 ,-79.99389 , TERRA TESTING INC. ,CORE ENVIRONMENTAL ,MONITORING , ,36.5 , , , ,15 ,False , , , , , , , , , ,
566945 ,ALLEGHENY ,MONROEVILLE BORO , , , ,06/06/2007 ,NEW WELL ,0 ,0 , GEO-ENVIRONMENTAL DRILLING CO INC ,Bishop Property ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212017") , ,
420590 ,ALLEGHENY ,MCCANDLESS TWP. , ,1350 WILDWOOD ROAD , ,06/06/2007 ,NEW WELL ,40.59444 ,-79.99444 , TERRA TESTING INC. ,CORE ENVIRONMENTAL ,MONITORING , ,41 , , , ,19 ,False , , , , , , , , , ,
566947 ,ALLEGHENY ,MONROEVILLE BORO , , , ,06/06/2007 ,NEW WELL ,0 ,0 , GEO-ENVIRONMENTAL DRILLING CO INC ,Bishop Property ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212019") , ,
570331 ,ALLEGHENY ,PITTSBURGH , , , ,06/06/1988 ,NEW WELL ,0 ,0 ,MARTS BROTHERS DRILLING INC ,Gregory ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM213267") , ,
648851 ,ALLEGHENY ,NORTH FAYETTE TWP. , , , ,06/06/1981 ,NEW WELL ,0 ,0 ,JIM TOWARD DRILLING ,Wouten ,WITHDRAWAL ,DOMESTIC ,85 , , , , ,False ,3 ,35 , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229810") , ,
51518 ,ALLEGHENY ,NORTH FAYETTE TWP. ,CLINTON , , ,06/06/1967 ,NEW WELL ,40.45611 ,-80.25028 , BERNARD SWOGGER DRILLING , MURIN ,WITHDRAWAL ,DOMESTIC ,160 ,0 ,12 ,7 ,25 ,False ,0.5 ,100 , , ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229782") , ,
686695 ,ALLEGHENY ,MARSHALL TWP. ,MARS ,420 Fern Hollow Road ,15090 ,06/05/2020 ,NEW WELL ,40.63399 ,-80.10028 , HAEFNER DRILLING LLC ,Guth ,WITHDRAWAL ,DOMESTIC ,95 ,1 ,39 ,6 ,25 ,False ,9 ,35 ,35 ,60 ,VOLUMETRIC WATCH & BUCKET , , , ,Well is located slightly southwest of the house to the right of the driveway and just beyond the creek. ,
682486 ,ALLEGHENY ,NORTH BRADDOCK BORO , ,Braddock Ave ,      ,06/05/2019 ,NEW WELL ,40.39449 ,-79.86055 , TERRA TESTING INC. ,USS Braddock  ,WITHDRAWAL , ,70.1 ,0 ,35 ,2 , ,False , , , , , , , , , ,
656370 ,ALLEGHENY ,FRANKLIN PARK BORO , ,2477 PLEUCHEL ROAD  ,15143 ,06/05/2013 ,YIELD ENHANCEMENT ,40.59011 ,-80.13508 , MEINERT WELL DRILLING INC. ,BROWN ,WITHDRAWAL ,DOMESTIC ,200 ,0 ,40 ,5.875 , ,False ,3 ,96 ,200 ,120 ,BAILER , , , , ,
500110 ,ALLEGHENY ,FINDLAY TWP. , ,1728 State Route 30 ,      ,06/05/2012 ,NEW WELL ,40.49424 ,-80.3346 , TERRA TESTING INC. ,Clinton Well Installation ,MONITORING , ,30 ,0 ,20 ,2 , ,False , , , , , , , , , ,
500109 ,ALLEGHENY ,FINDLAY TWP. , ,1728 State Route 30 ,      ,06/05/2012 ,NEW WELL ,40.49323 ,-80.33437 , TERRA TESTING INC. ,Clinton Well Installation ,MONITORING , ,25 ,0 ,15 ,2 , ,False , ,18 , , , , , , , ,
500111 ,ALLEGHENY ,FINDLAY TWP. , ,1728 State Route 30 ,      ,06/05/2012 ,NEW WELL ,40.49178 ,-80.33383 , TERRA TESTING INC. ,Clinton Well Installation ,MONITORING , ,20 ,0 ,10 ,2 , ,False , ,15 , , , , , , , ,
420595 ,ALLEGHENY ,MCCANDLESS TWP. , ,1350 WILDWOOD ROAD , ,06/05/2007 ,NEW WELL ,40.595 ,-79.99389 , TERRA TESTING INC. ,CORE ENVIRONMENTAL ,MONITORING , ,33 , , , ,14 ,False , , , , , , , , , ,
420575 ,ALLEGHENY ,MCCANDLESS TWP. , ,1350 WILDWOOD ROAD , ,06/05/2007 ,NEW WELL ,40.59444 ,-79.99444 , TERRA TESTING INC. ,CORE ENVIRONMENTAL ,MONITORING , ,17 , , , ,17 ,False , , , , , , , , , ,
51319 ,ALLEGHENY ,FRAZER TWP. ,NEW KENSINGTON WEST ,BAKERSTOWN ROAD TARENTUM , ,06/05/1968 ,NEW WELL ,40.61444 ,-79.77167 ,ROY L SMITH ,VACARRE ,WITHDRAWAL ,DOMESTIC ,118 ,0 ,117 ,5 ,18 ,False ,1 , ,28 , ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229362") ,CLEANOUT AND PUMP REPAIR ,
507736 ,ALLEGHENY ,JEFFERSON BORO , ,1000 Glass House Rd Jefferson Hills ,15025 ,06/04/2013 ,NEW WELL ,40.25426 ,-79.91525 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,Guardian Industries ,MONITORING , ,35 , , , , ,False , , , , , , , , ,This well is the Shallow Nested well that coordinates with ODY201346-MW9-I. Same borehole. Stickup ,
507735 ,ALLEGHENY ,JEFFERSON BORO , ,1000 Glass House Rd Jefferson Hills ,15025 ,06/04/2013 ,NEW WELL ,40.25426 ,-79.91525 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,Guardian Industries ,MONITORING , ,55 , , , , ,False , , , , , , , , ,This well is the Intermediate Nested well that coordinates with ODY201346-MW9-S. Same borehole.Sand is from 13 to 36 feet. Sand is 46 to 55 feet. Stickup. ,
507736 ,ALLEGHENY ,JEFFERSON BORO , ,1000 Glass House Rd Jefferson Hills ,15025 ,06/04/2013 ,NEW WELL ,40.25426 ,-79.91525 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,Guardian Industries ,MONITORING , ,35 ,0 ,15 ,2 , ,False , , , , , , , , ,This well is the Shallow Nested well that coordinates with ODY201346-MW9-I. Same borehole. Stickup ,
507735 ,ALLEGHENY ,JEFFERSON BORO , ,1000 Glass House Rd Jefferson Hills ,15025 ,06/04/2013 ,NEW WELL ,40.25426 ,-79.91525 , ODYSSEY ENVIRONMENTAL SERVICES INC. ,Guardian Industries ,MONITORING , ,55 ,0 ,50 ,2 , ,False , , , , , , , , ,This well is the Intermediate Nested well that coordinates with ODY201346-MW9-S. Same borehole.Sand is from 13 to 36 feet. Sand is 46 to 55 feet. Stickup. ,
500108 ,ALLEGHENY ,FINDLAY TWP. , ,1728 State Route 30 ,      ,06/04/2012 ,NEW WELL ,40.4924 ,-80.33274 , TERRA TESTING INC. ,Clinton Well Installation ,MONITORING , ,30 ,0 ,20 ,2 , ,False , ,23 , , , , , , , ,
489359 ,ALLEGHENY ,MUNHALL BORO , ,4001 Main Street ,      ,06/04/2009 ,NEW WELL ,40.3817 ,-79.9046 , TERRA TESTING INC. ,BP Station #3538 ,MONITORING , ,66 ,1 ,37 ,4 , ,False , , , , , , , , , ,
420594 ,ALLEGHENY ,MCCANDLESS TWP. , ,1350 WILDWOOD ROAD , ,06/04/2007 ,NEW WELL ,40.595 ,-79.99389 , TERRA TESTING INC. ,CORE ENVIRONMENTAL ,MONITORING , ,14 , , , ,14 ,False , , , , , , , , , ,
420601 ,ALLEGHENY ,MCCANDLESS TWP. , ,1350 WILDWOOD RD MCCANDLESS TWP , ,06/04/2007 ,NEW WELL ,40.59472 ,-79.99389 , TERRA TESTING INC. ,CORE ENVIRONMENTAL ,MONITORING , ,15 , , , ,14 ,False , , , , , , , , , ,
270004 ,ALLEGHENY ,CRESCENT TWP. , ,WIKETON , ,06/04/1993 , , , , L G HETAGER DRILLING INC ,DUQUESNE LIGHT , , , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM008411") , ,
51728 ,ALLEGHENY ,WEST DEER TWP. ,GLENSHAW ,RT 910 , ,06/04/1979 ,NEW WELL ,40.60167 ,-79.88778 ,R J NOCK & SON ,HOOVER ,WITHDRAWAL ,DOMESTIC ,200 ,0 ,54 ,6 , ,False ,15 ,162 , , ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM230223") , ,
51634 ,ALLEGHENY ,RICHLAND TWP. ,VALENCIA ,OLD STATE RD BAKERSTOWN , ,06/04/1976 ,NEW WELL ,40.65611 ,-79.98417 , WILLIAM T MARTIN WELL DRILLING INC ,RIVERS ,WITHDRAWAL ,DOMESTIC ,125 ,0 ,20 ,6.25 ,8 ,False ,10 , , , ,ESTIMATED , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM230000") , ,
695472 ,ALLEGHENY ,COLLIER TWP. , ,350 East Main Street ,15106 ,06/03/2021 ,NEW WELL ,40.40981 ,-80.1083 , GEO-ENVIRONMENTAL DRILLING CO INC ,Get Go ,MONITORING ,OTHER ,18.5 ,0 ,8.5 ,4 , ,True , ,9 , , , , , , , ,
695473 ,ALLEGHENY ,CARNEGIE BORO , ,365 East Main Street ,15106 ,06/03/2021 ,NEW WELL ,40.40991 ,-80.08298 , GEO-ENVIRONMENTAL DRILLING CO INC ,Get Go ,MONITORING ,OTHER ,17.5 ,0 ,7.5 ,4 , ,True , ,8 , , , , , , , ,
641186 ,ALLEGHENY ,WEST MIFFLIN BORO ,PITTSBURGH EAST ,825 Commonwealth Ave ,15122 ,06/03/2016 ,NEW WELL ,40.37756 ,-79.88112 , DILLAN WELL DRILLING INC ,Westwood Golf Course ,WITHDRAWAL ,IRRIGATION ,300 ,0 ,29 ,10.63 ,22 ,False ,25 ,42 ,107.5 ,1440 ,TOTALING METER , , , ,Well#2  ,
514502 ,ALLEGHENY ,HOMESTEAD BORO ,PITTSBURGH EAST ,1620 McClure Street ,15120 ,06/03/2014 ,NEW WELL ,40.40255 ,-79.90236 , GEO-ENVIRONMENTAL DRILLING CO INC ,Gary Graham ,MONITORING ,OTHER ,20 ,0 ,5 ,2 ,10 ,False , ,10 , , , , , , , ,
